precio;localidad;tamanio;habitaciones;descripcion;link;descripcion_larga;distrito
999.000;Ático en Peñagrande Madrid;104;3;Planta 4ª exterior con ascensor;/inmueble/109176013/;"
¡Últimas 4 viviendas disponibles en Peñagrande, Madrid!
Descubre esta exclusiva promoción en uno de los barrios menos densamente poblados de Madrid. Viviendas amplias y luminosas de 3 y 4 dormitorios, diseñadas para ofrecer el máximo confort y calidad de vida. Entre las últimas unidades disponibles se encuentra un es
";fuencarral
550.000;Piso en Calle de Sangenjo La Paz;90;3;Planta 6ª exterior con ascensor;/inmueble/107873965/;"
¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad.
Clikalia presenta este piso ubicado en el barrio de La Paz, en Madrid.
La vivienda está ubicada en la 6 planta exterior con ascensor. Dispone de una superficie total de 90 m², distribuidos en salón y comedor, cocina abierta eq
";fuencarral
1.480.000;Piso en Fuentelarreina Madrid;245;4;Planta 2ª exterior con ascensor;/inmueble/108073355/;"
Laura Pérez-Hernandez de GV | PUERTA DE HIERRO comercializa el siguiente inmueble:
Espectacular piso de 245 metros cuadrados, situado en una de las mejores urbanizaciones privadas de Fuentelarreyna con zonas verdes ajardinadas, piscina y vistas verdes increíbles.
Cuenta con una reforma integral, con excelentes acaba
";fuencarral
890.000;Ático en Calle del Monasterio de las Batuecas Montecarmelo;99;2;Planta 5ª exterior con ascensor;/inmueble/109225798/;"
Ático con terraza XXL en Fuencarral-Mirasierra: donde cada día es un planazo
Si Madrid tuviera un lugar secreto para vivir con estilo, comodidad y alegría, sería este ático. Situado en Fuencarral – El Pardo, junto a Mirasierra y Montecarmelo, combina lo mejor de los dos mundos: tranquilidad y naturaleza… a 15 minutos
";fuencarral
1.495.000;Chalet pareado en Peñagrande Madrid;437;6;;/inmueble/108503815/;"
De Salas Luxury Homes, (Ref. MIV02081) Encantador chalet pareado, situado en una tranquila y arbolada calle del barrio de Peñagrande, ofrece un entorno ideal para familias que buscan calidad de vida, privacidad y espacios amplios. Rodeado de vegetación y muy próximo al Club de Golf de la Real Federación, forma parte de
";fuencarral
950.000;Piso en Las Tablas Madrid;130;3;Planta 1ª exterior con ascensor;/inmueble/107931105/;"
Espectacular piso en Las Tablas
Engel&Volkers presenta esta fantástica vivienda con calidades top, construida en 2020, situada en una de las zonas más demandadas y consolidadas de Madrid: Las Tablas.
Con una superficie de 130m² construidos y 108m² útiles, la vivienda destaca por su luminosidad, su cuidada distribución
";fuencarral
1.375.000;Chalet pareado en Peñagrande Madrid;390;6;;/inmueble/107868157/;"
MAGNÍFICO CHALET ADOSADO DE ESQUINA CON MÁS DE 390 m², GRAN JARDÍN Y GARAJE, PUERTA HIERRO
Te presentamos esta espectacular vivienda, ideal para familias que buscan espacio, luz natural y tranquilidad, en una de las zonas residenciales más demandadas del norte de Madrid. Rodeada de zonas verdes, parques, prestigiosos
";fuencarral
205.000;Piso en Calle de Sandalio López Tres Olivos - Valverde;55;2;Planta 5ª exterior sin ascensor;/inmueble/108509696/;"
Servicheck inmobiliaria vende un estupendo piso de 2 habitaciones (antes 3) exterior en un barrio muy tranquilo, se encuentra distribuido en salón con vistas despejadas a las sierras, ideal para disfrutar de la luz natural durante todo el día. La cocina se encuentra semi integrada al salón, los dormitorios, todos ellos
";fuencarral
647.000;Piso en Calle Isla Malaita Peñagrande;119;3;Planta 1ª exterior con ascensor;/inmueble/108197147/;"
ZONA MADRID REAL ESTATE VENDE EN EXCLUSIVA éste estupendo piso en el corazón de Fuencarral, 3 habitaciones, 2 baños completos, amplio salón, cocina independiente. ¡Para entrar a vivir!
El inmueble se encuentra en una primera planta de un edificio representativo y con encanto, con acceso directo y cómodo desde el porta
";fuencarral
1.600.000;Chalet pareado en Peñagrande Madrid;422;11;;/inmueble/107904174/;"
De Salas Luxury Homes, les ofrece una excelente oportunidad para inversores – Vivienda versátil con múltiples posibilidades de uso.
Presentamos este pareado de 442m² distribuidos en tres plantas, con un diseño actual y funcional que permite distintas configuraciones: espacio ideal para co-living, edificio de oficinas
";fuencarral
450.000;Piso en Calle de Ramón Gómez de la Serna Peñagrande;68;3;Planta 1ª exterior con ascensor;/inmueble/108851296/;"
Homes by Gestilar vende esta excelente vivienda, en periodo de REFORMA, totalmente exterior de 68 m2 construidos con terraza en Fuencarral-El Pardo, una de las zonas más tranquilas y residenciales de Madrid.
La vivienda se caracteriza por su excelente orientación sudoeste, lo que destaca su luminosidad, además cuenta
";fuencarral
335.000;Piso en Calle de Santiago de Compostela Peñagrande;55;1;Bajo exterior con ascensor;/inmueble/108983235/;"
ALTOR ASESORES OFRECE Moderno piso en el Barrio del Pilar – Calle Santiago Apóstol
Amplio y luminoso piso situado en una urbanización cerrada con extensas zonas comunes, piscina y servicio de conserjería 24 horas.
La vivienda destaca por su moderno diseño y excelente luz natural. Cuenta con una cocina americana total
";fuencarral
550.000;Piso en Calle de Sangenjo La Paz;90;3;Planta 6ª exterior con ascensor;/inmueble/108954721/;"
¡Descubre esta fantástica oportunidad en La Paz, en el distrito de Fuencarral-El Pardo! Este piso de 90 metros cuadrados, completamente reformado y a estrenar, combina comodidad y modernidad en un entorno privilegiado.
La vivienda cuenta con tres dormitorios amplios y luminosos, armarios empotrados que ofrecen gran c
";fuencarral
1.445.000;Chalet pareado en Peñagrande Madrid;492;5;;/inmueble/106506793/;"
(Ref. MIV02018) De Salas Luxury Homes, les ofrece un exclusivo chalet pareado en Puerta de Hierro.
Descubra la exclusividad de vivir en Puerta de Hierro, Madrid, con nuestra promoción de chalets de lujo. Vivienda pareada con jardín y piscina privada.
Viviendas unifamiliares personalizadas, con parcela privada y facha
";fuencarral
1.250.000;Piso en Peñagrande Madrid;243;4;Planta 13ª exterior con ascensor;/inmueble/109244741/;"
GILMAR MIRASIERRA & PUERTA DE HIERRO ofrece este exclusivo penthouse en Fuentelarreina, con vistas espectaculares. Se trata de una vivienda de alto standing de más de 240m² construidos que combina amplitud, luminosidad y privacidad en un entorno privilegiado.
La vivienda cuenta con un amplio distribuidor de entrada con
";fuencarral
999.000;Ático en Peñagrande Madrid;119;4;Planta 4ª exterior con ascensor;/inmueble/109176063/;"
¡Últimas 4 viviendas disponibles en Peñagrande, Madrid!
Descubre esta exclusiva promoción en uno de los barrios menos densamente poblados de Madrid. Viviendas amplias y luminosas de 3 y 4 dormitorios, diseñadas para ofrecer el máximo confort y calidad de vida. Entre las últimas unidades disponibles se encuentra un es
";fuencarral
342.000;Piso en Tres Olivos - Valverde Madrid;65;3;Planta 4ª exterior sin ascensor;/inmueble/108746991/;"
GILMAR MIRASIERRA & PUERTA DE HIERRO presenta esta gran oportunidad de inversión.
Se ofrece un excelente inmueble de 70 m², completamente reformado en 2023, ubicado en una de las zonas con mayor proyección del norte de Madrid, el barrio de Fuencarral-Valverde, este piso destaca por su excelente estado, distribución fun
";fuencarral
330.000;Piso en Tres Olivos - Valverde Madrid;70;3;Planta 2ª exterior con ascensor;/inmueble/108746890/;"
GILMAR MIRASIERRA & PUERTA DE HIERRO presenta esta gran oportunidad de inversión.
Se ofrece un excelente inmueble de 70 m², completamente reformado en 2023, ubicado en una de las zonas con mayor proyección del norte de Madrid, el barrio de Fuencarral-Valverde, este piso destaca por su excelente estado, distribución fun
";fuencarral
1.192.000;Dúplex en Calle de Ligonde Las Tablas;204;4;Planta 4ª exterior con ascensor;/inmueble/108731990/;"
¡Impresionante Dúplex Ático en Las Tablas!
Ubicación: Calle Ligonde, Las Tablas
Superficie: 204 m² construidos
VIVIENDA2 presenta en exclusiva este espectacular dúplex-ático en una de las zonas más exclusivas de Las Tablas. Con una distribución perfecta y acabados de calidad, este hogar es ideal para quienes buscan
";fuencarral
720.000;Piso en Calle del Valle de Pinares Llanos Arroyo del Fresno;120;4;Planta 1ª exterior con ascensor;/inmueble/107942934/;"
ESTUDIO HOME MADRID OFRECE piso de 120m2, en primera planta exterior, para actualizar, con orientación este y oeste, en la zona de Arroyofresno.
Según la distribución actual, la vivienda consta de gran salón comedor con mirador, cocina con terraza tendedero cerrado, cuatro dormitorios con ventana al exterior, dos cua
";fuencarral
695.000;Piso en Avenida del Campo de Calatrava Tres Olivos - Valverde;142;3;Planta 2ª exterior con ascensor;/inmueble/108683094/;"
ÁGORA GESTORES INMOBILIARIOS presenta este magnífico piso en (Madrid).
El piso de __ m2 con doble orientación oeste y norte, está distribuido en cocina con tendedero, salón comedor, 3 amplias habitaciones todas ellas con armarios empotrados y dos baños completos, uno de ellos en la habitación principal tipo suitte am
";fuencarral
700.000;Chalet pareado en Avenida de la Guardia El Pardo;180;4;;/inmueble/107303908/;"
Tu nueva vivienda en El Pardo, dentro de la discreta colonia histórica de San Fernando.
Desayunar al aire libre con sol de mañana en invierno es una pasada¡
Pero si te gusta la sombra hay dos parcelas con distinta orientación, de modo que puedes elegir, es un privilegio de unos pocos.
Como el de vivir en el monte de
";fuencarral
815.000;Piso en Calle de las Islas Cíes Peñagrande;157;5;Planta 6ª exterior con ascensor;/inmueble/107631187/;"
Las vistas, el sol, las puestas de sol, el espacio y la amplitud te dan la bienvenida. Cada metro cuadrado de esta casa es un espectáculo. Gran salón. Grandes vistas. Gran cocina-office. Grandes baños. Grandísima habitación principal. Gran terraza. Grandes armarios.
Es difícil encontrar un piso así en pleno Madrid y
";fuencarral
599.000;Piso en Calle de Julio Palacios La Paz;111;3;Planta 2ª exterior con ascensor;/inmueble/109250873/;"
OPORTUNIDAD!
VIVIENDA EN ZONA MUY TRANQUILA
Vivienda ubicada en la calle Julio Palacios, segunda planta con ascensor. Piso de 110,60 metros construidos y 89 metros útiles en escrituras.
La casa tenía 4 dormitorios, pero uno de ellos se lo han dado a la cocina, dejando una cocina muy grande de más de 18 metros. Saló
";fuencarral
1.450.000;Casa o chalet independiente en Calle Barberán Peñagrande;300;6;;/inmueble/108456076/;"
¡Espacio, comodidad y estilo en el norte de Madrid!
Descubre este acogedor chalet independiente de 260 m² construidos sobre una parcela de 300 m², con  .
Esta vivienda se encuentra ubicada en una tranquila calle residencial en la zona de Peñagrande – Herrera Oria. Una vivienda perfecta para familias q
";fuencarral
1.450.000;Piso en Calle de Julio Palacios La Paz;145;3;Planta 5ª exterior con ascensor;/inmueble/108910730/;"
Presentamos esta impresionante propiedad ubicada en una de las zonas más demandadas del norte de Madrid, junto al Parque Norte y en plena Calle Julio Palacios, muy próxima al Paseo de la Castellana, el Hospital de La Paz y la exclusiva zona financiera de las Cuatro Torres.
Esta vivienda se sitúa en planta alta de un
";fuencarral
899.000;Ático en Calle de Padornelo Las Tablas;90;2;Planta 5ª exterior con ascensor;/inmueble/107767763/;"
Exclusividad, diseño y luz en estado puro
Hay viviendas que se disfrutan. Y otras que se viven. Este ático reune las dos.
Ubicado en una de las urbanizaciones más completas y cuidadas de Las Tablas, esta propiedad está pensada para quienes valoran el diseño, la tecnología, la comodidad y, sobre todo, la sensación de
";fuencarral
640.000;Piso en Las Tablas Madrid;136;3;Planta 3ª exterior con ascensor;/inmueble/107803438/;"
inmoversion es la mejor opción para propietarios y compradores. No cobramos NADA al comprador y al propietario una tarifa fija. Somos la inmobiliaria sin comisión líder en la zona.
Vivienda situada en el DISTRITO DE FUENCARRAL, en la mejor zona del BARRIO DE LAS TABLAS.
CARACTERISTICAS del edificio:
Edificio constr
";fuencarral
395.000;Ático en CL Mira El Rio 13;87;2;Planta 3ª exterior con ascensor;/inmueble/108668548/;"
Precioso ático para entrar a vivir.
En un edificio realmente bonito, a la orilla del río manzanares.
Puedes escuchar el río casi desde la ventana. Se trata de una finca moderna, con ascensor, aire acondicionado y bomba de calor por conductos en toda la casa, con unas terminaciones de ventanas, cocina, suelo y baño m
";fuencarral
890.000;Piso en Av Santuario De Valverde 86;147;4;Planta 2ª exterior con ascensor;/inmueble/108664569/;"
En el codiciado barrio de Montecarmelo. Descubra su nuevo hogar! . Piso exterior y muy luminoso en urbanización cerrada con seguridad 24 horas. Piscina. Zona infantil. 2 plazas de garaje contiguas y trastero incluido en el precio.
Recién pintando y con reforma a estrenar. La vivienda se distribuye en Cocina independien
";fuencarral
330.000;Piso en Plaza de Carballo Pilar;57;2;Planta 1ª exterior con ascensor;/inmueble/108985702/;"
¡ Excelente ubicación! Piso de 57 m² para reformar a la venta en el barrio del Pilar, Madrid. La vivienda está distribuida en salón-comedor, dos dormitorios, cocina, cuarto de baño y vestíbulo. Cuenta con suelos de gres, ventanas de aluminio, puertas interiores de sapelly.. . Precisa reforma integral para entrar a vivi
";fuencarral
740.000;Piso en Montecarmelo Madrid;114;3;Planta 2ª exterior con ascensor;/inmueble/109245319/;"
Agencia inmobiliaria de MADRID - zona Montecarmelo - Las Tablas - Sanchinarro - Oficina Tecnocasa
Estudio Montecarmelo VENDE: Vivienda CON TERRAZA en segunda planta de 114m construidos distribuidos en: 3 dormitorios, TERRAZA con vistas a la sierra de Madrid, salón comedor, cocina independiente con tendedero, 2 baños c
";fuencarral
715.000;Ático en Las Tablas Madrid;125;2;Planta 5ª exterior con ascensor;/inmueble/109112008/;"
Exclusivo Atico Reformado con Terraza en Las Tablas
Engel & Völkers le presenta en exclusiva este ático moderno de 2 dormitorios, 1 amplio baño y despacho. Tiene una maravillosa terraza de 28m2 en esquina con privacidad absoluta, con orientacion este recibiendo sol por la mañana.
El ático ha sido reformado en 2023 con
";fuencarral
247.500;Piso en Calle Divina Pastora 31;55;1;Planta 1ª exterior con ascensor;/inmueble/108764476/;"
En PR Promociones, nos dedicamos a la promoción de obra nueva con un compromiso claro: ofrecer viviendas de calidad, con diseño contemporáneo y una visión sostenible del futuro.
Creamos espacios que combinan confort, eficiencia energética y materiales de última generación, sin perder de vista la estética y la funciona
";fuencarral
